data,ativo,preco,setup,score,decisao,direcao,entrada,stop,alvo
27/07/2026 10:10:22,,175360.0,NENHUM,4,"{'acao': 'NÃO OPERAR', 'confianca': 0, 'motivo': ['Score abaixo do mínimo', 'Setup inválido', 'Estrutura fraca', 'Lado inválido']}",,,,
27/07/2026 11:00:03,WINQ26,176255.0,NENHUM,4,NÃO OPERAR,,,,
27/07/2026 11:00:04,WINQ26,176255.0,NENHUM,4,NÃO OPERAR,,,,
27/07/2026 11:00:06,WINQ26,176235.0,NENHUM,4,NÃO OPERAR,,,,
27/07/2026 11:00:07,WINQ26,176230.0,NENHUM,4,NÃO OPERAR,,,,
27/07/2026 11:00:08,WINQ26,176200.0,NENHUM,4,NÃO OPERAR,,,,
27/07/2026 11:00:10,WINQ26,176205.0,NENHUM,4,NÃO OPERAR,,,,
27/07/2026 11:00:11,WINQ26,176195.0,NENHUM,4,NÃO OPERAR,,,,
27/07/2026 11:00:13,WINQ26,176190.0,NENHUM,4,NÃO OPERAR,,,,
27/07/2026 11:00:14,WINQ26,176185.0,NENHUM,4,NÃO OPERAR,,,,
27/07/2026 11:00:15,WINQ26,176185.0,NENHUM,4,NÃO OPERAR,,,,
27/07/2026 11:02:16,WINQ26,176260.0,NENHUM,4,NÃO OPERAR,,,,
27/07/2026 11:02:17,WINQ26,176270.0,NENHUM,4,NÃO OPERAR,,,,
27/07/2026 11:03:20,WINQ26,176255.0,NENHUM,4,NÃO OPERAR,,,,
27/07/2026 11:03:21,WINQ26,176265.0,NENHUM,4,NÃO OPERAR,,,,
27/07/2026 11:03:22,WINQ26,176260.0,NENHUM,4,NÃO OPERAR,,,,
27/07/2026 11:03:24,WINQ26,176260.0,NENHUM,4,NÃO OPERAR,,,,
27/07/2026 11:03:26,WINQ26,176245.0,NENHUM,4,NÃO OPERAR,,,,
27/07/2026 11:03:27,WINQ26,176255.0,NENHUM,4,NÃO OPERAR,,,,
27/07/2026 11:03:29,WINQ26,176255.0,NENHUM,4,NÃO OPERAR,,,,
27/07/2026 11:03:30,WINQ26,176265.0,NENHUM,4,NÃO OPERAR,,,,
27/07/2026 11:03:32,WINQ26,176265.0,NENHUM,4,NÃO OPERAR,,,,
27/07/2026 11:03:34,WINQ26,176260.0,NENHUM,4,NÃO OPERAR,,,,
